"종목별","항목","단위","2019 년","2020 년","2021 년","2022 년","2023 년",
"전산회계운용사1급","실기접수[명]","명","149","178","259","239","182",
"전산회계운용사1급","실기응시[명]","명","121","145","225","201","157",
"전산회계운용사1급","실기합격[명]","명","51","36","42","65","58",
"전산회계운용사1급","실기합격률[%]","%","42.15","24.83","18.67","32.34","36.94",
"사무","필기접수[명]","명","367755","497188","585654","351629","329775",
"사무","필기응시[명]","명","283579","360684","425399","257260","245224",
"사무","필기합격[명]","명","127433","148098","153304","94170","77479",
"사무","필기합격률[%]","%","44.94","41.06","36.04","36.6","31.6",
"사무","실기접수[명]","명","335074","386981","552861","355527","278356",
"사무","실기응시[명]","명","278796","311322","447519","290232","232411",
"사무","실기합격[명]","명","67509","75618","80730","56396","44409",
"사무","실기합격률[%]","%","24.21","24.29","18.04","19.43","19.11",
"컴퓨터활용능력1급","필기접수[명]","명","283701","425351","506309","291141","274796",
"컴퓨터활용능력1급","필기응시[명]","명","216158","305416","364863","211036","202982",
"컴퓨터활용능력1급","필기합격[명]","명","86468","113078","120522","69083","53623",
"컴퓨터활용능력1급","필기합격률[%]","%","40","37.02","33.03","32.74","26.42",
"컴퓨터활용능력1급","실기접수[명]","명","262664","321723","484926","302723","229544",
"컴퓨터활용능력1급","실기응시[명]","명","217432","258126","392740","247352","192383",
"컴퓨터활용능력1급","실기합격[명]","명","39695","52396","59072","40927","29873",
"컴퓨터활용능력1급","실기합격률[%]","%","18.26","20.3","15.04","16.55","15.53",
"비서1급","필기접수[명]","명","4626","4496","6471","5438","4891",
"비서1급","필기응시[명]","명","3222","3314","4829","4126","3825",
"비서1급","필기합격[명]","명","1507","1217","2630","1165","956",
"비서1급","필기합격률[%]","%","46.77","36.72","54.46","28.24","24.99",
"비서1급","실기접수[명]","명","5","26","69","47","64",
"비서1급","실기응시[명]","명","3","2","48","23","50",
"비서1급","실기합격[명]","명","1","2","16","6","12",
"비서1급","실기합격률[%]","%","33.33","100","33.33","26.09","24",
"워드프로세서","필기접수[명]","명","79428","67341","72874","55050","50088",
"워드프로세서","필기응시[명]","명","64199","51954","55707","42098","38417",
"워드프로세서","필기합격[명]","명","39458","33803","30152","23922","22900",
"워드프로세서","필기합격률[%]","%","61.46","65.06","54.13","56.82","59.61",
"워드프로세서","실기접수[명]","명","70545","63799","66711","51822","47886",
"워드프로세서","실기응시[명]","명","59703","51894","53711","42060","39283",
"워드프로세서","실기합격[명]","명","27632","23038","21532","15329","14441",
"워드프로세서","실기합격률[%]","%","46.28","44.39","40.09","36.45","36.76",
"한글속기1급","필기접수[명]","명","0","0","0","0","0",
"한글속기1급","필기응시[명]","명","0","0","0","0","0",
"한글속기1급","필기합격[명]","명","0","0","0","0","0",
"한글속기1급","필기합격률[%]","%","0","0","0","0","0",
"한글속기1급","실기접수[명]","명","1860","1433","1155","935","862",
"한글속기1급","실기응시[명]","명","1658","1300","1020","797","695",
"한글속기1급","실기합격[명]","명","181","182","110","134","83",
"한글속기1급","실기합격률[%]","%","10.92","14","10.78","16.81","11.94",
"보건.의료","필기접수[명]","명","476","563","1000","1249","1626",
"보건.의료","필기응시[명]","명","388","457","841","980","1373",
"보건.의료","필기합격[명]","명","252","360","707","852","1204",
"보건.의료","필기합격률[%]","%","64.95","78.77","84.07","86.94","87.69",
"보건.의료","실기접수[명]","명","398","576","823","1159","1641",
"보건.의료","실기응시[명]","명","336","478","695","999","1399",
"보건.의료","실기합격[명]","명","32","319","309","489","551",
"보건.의료","실기합격률[%]","%","9.52","66.74","44.46","48.95","39.39",
"보건.의료","필기접수[명]","명","476","563","1000","1249","1626",
"보건.의료","필기응시[명]","명","388","457","841","980","1373",
"보건.의료","필기합격[명]","명","252","360","707","852","1204",
"보건.의료","필기합격률[%]","%","64.95","78.77","84.07","86.94","87.69",
"보건.의료","실기접수[명]","명","398","576","823","1159","1641",
"보건.의료","실기응시[명]","명","336","478","695","999","1399",
"보건.의료","실기합격[명]","명","32","319","309","489","551",
"보건.의료","실기합격률[%]","%","9.52","66.74","44.46","48.95","39.39",
"임상심리사1급","필기접수[명]","명","476","563","1000","1249","1626",
"임상심리사1급","필기응시[명]","명","388","457","841","980","1373",
"임상심리사1급","필기합격[명]","명","252","360","707","852","1204",
"임상심리사1급","필기합격률[%]","%","64.95","78.77","84.07","86.94","87.69",
"임상심리사1급","실기접수[명]","명","398","576","823","1159","1641",
"임상심리사1급","실기응시[명]","명","336","478","695","999","1399",
"임상심리사1급","실기합격[명]","명","32","319","309","489","551",
"임상심리사1급","실기합격률[%]","%","9.52","66.74","44.46","48.95","39.39",
"사회복지.종교","필기접수[명]","명","703","479","534","799","832",
"사회복지.종교","필기응시[명]","명","584","406","435","622","650",
"사회복지.종교","필기합격[명]","명","328","291","303","477","538",
"사회복지.종교","필기합격률[%]","%","56.16","71.67","69.66","76.69","82.77",
"사회복지.종교","실기접수[명]","명","406","367","475","571","649",
"사회복지.종교","실기응시[명]","명","352","325","389","459","512",
"사회복지.종교","실기합격[명]","명","247","72","259","330","343",
"사회복지.종교","실기합격률[%]","%","70.17","22.15","66.58","71.9","66.99",
"사회복지.종교","필기접수[명]","명","703","479","534","799","832",
"사회복지.종교","필기응시[명]","명","584","406","435","622","650",
"사회복지.종교","필기합격[명]","명","328","291","303","477","538",
"사회복지.종교","필기합격률[%]","%","56.16","71.67","69.66","76.69","82.77",
"사회복지.종교","실기접수[명]","명","406","367","475","571","649",
"사회복지.종교","실기응시[명]","명","352","325","389","459","512",
"사회복지.종교","실기합격[명]","명","247","72","259","330","343",
"사회복지.종교","실기합격률[%]","%","70.17","22.15","66.58","71.9","66.99",
"직업상담사1급","필기접수[명]","명","703","479","534","799","832",
"직업상담사1급","필기응시[명]","명","584","406","435","622","650",
"직업상담사1급","필기합격[명]","명","328","291","303","477","538",
"직업상담사1급","필기합격률[%]","%","56.16","71.67","69.66","76.69","82.77",
"직업상담사1급","실기접수[명]","명","406","367","475","571","649",
"직업상담사1급","실기응시[명]","명","352","325","389","459","512",
"직업상담사1급","실기합격[명]","명","247","72","259","330","343",
"직업상담사1급","실기합격률[%]","%","70.17","22.15","66.58","71.9","66.99",
"영업.판매","필기접수[명]","명","132","34","29","24","26",
"영업.판매","필기응시[명]","명","11","16","20","19","10",
"영업.판매","필기합격[명]","명","4","7","1","4","3",
"영업.판매","필기합격률[%]","%","36.36","43.75","5","21.05","30",
"영업.판매","실기접수[명]","명","10","11","4","4","3",
"영업.판매","실기응시[명]","명","8","9","4","4","3",
"영업.판매","실기합격[명]","명","2","2","1","3","2",
"영업.판매","실기합격률[%]","%","25","22.22","25","75","66.67",
"영업.판매","필기접수[명]","명","132","34","29","24","26",
"영업.판매","필기응시[명]","명","11","16","20","19","10",
"영업.판매","필기합격[명]","명","4","7","1","4","3",
"영업.판매","필기합격률[%]","%","36.36","43.75","5","21.05","30",
"영업.판매","실기접수[명]","명","10","11","4","4","3",
"영업.판매","실기응시[명]","명","8","9","4","4","3",
"영업.판매","실기합격[명]","명","2","2","1","3","2",
"영업.판매","실기합격률[%]","%","25","22.22","25","75","66.67",
"전자상거래관리사1급","필기접수[명]","명","132","34","29","24","26",
"전자상거래관리사1급","필기응시[명]","명","11","16","20","19","10",
"전자상거래관리사1급","필기합격[명]","명","4","7","1","4","3",
"전자상거래관리사1급","필기합격률[%]","%","36.36","43.75","5","21.05","30",
"전자상거래관리사1급","실기접수[명]","명","10","11","4","4","3",
"전자상거래관리사1급","실기응시[명]","명","8","9","4","4","3",
"전자상거래관리사1급","실기합격[명]","명","2","2","1","3","2",
"전자상거래관리사1급","실기합격률[%]","%","25","22.22","25","75","66.67",
"2급","필기접수[명]","명","316138","318311","375011","288052","342075",
"2급","필기응시[명]","명","261815","254099","297377","225761","270876",
"2급","필기합격[명]","명","143831","131932","147215","110256","103555",
"2급","필기합격률[%]","%","54.94","51.92","49.5","48.84","38.23",
"2급","실기접수[명]","명","250433","242134","281062","225606","208000",
"2급","실기응시[명]","명","215294","198816","231306","184312","172577",
"2급","실기합격[명]","명","101041","97286","113549","84424","81605",
"2급","실기합격률[%]","%","46.93","48.93","49.09","45.8","47.29",
"경영.회계.사무","필기접수[명]","명","271794","281063","324650","244851","296034",
"경영.회계.사무","필기응시[명]","명","227317","223782","258468","195275","238955",
"경영.회계.사무","필기합격[명]","명","123146","111372","122542","92738","82990",
"경영.회계.사무","필기합격률[%]","%","54.17","49.77","47.41","47.49","34.73",
"경영.회계.사무","실기접수[명]","명","216517","204614","245276","193271","176468",
"경영.회계.사무","실기응시[명]","명","189176","171367","203065","160028","148988",
"경영.회계.사무","실기합격[명]","명","90307","86979","100051","75275","70951",
"경영.회계.사무","실기합격률[%]","%","47.74","50.76","49.27","47.04","47.62",
"경영","필기접수[명]","명","15180","15714","21612","18357","19615",
"경영","필기응시[명]","명","11724","12558","16362","12288","12553",
"경영","필기합격[명]","명","8173","9437","11006","7893","7422",
"경영","필기합격률[%]","%","69.71","75.15","67.27","64.23","59.13",
"경영","실기접수[명]","명","9490","11819","12204","10752","8911",
"경영","실기응시[명]","명","8020","9850","10547","8698","7280",
"경영","실기합격[명]","명","4473","6836","6760","5242","4565",
"경영","실기합격률[%]","%","55.77","69.4","64.09","60.27","62.71",
"사회조사분석사2급","필기접수[명]","명","12563","13390","19043","16687","17902",
"사회조사분석사2급","필기응시[명]","명","9635","10589","14315","10999","11310",
"사회조사분석사2급","필기합격[명]","명","6887","7948","9472","6912","6454",
"사회조사분석사2급","필기합격률[%]","%","71.48","75.06","66.17","62.84","57.06",
"사회조사분석사2급","실기접수[명]","명","7791","9887","10414","9365","7813",
"사회조사분석사2급","실기응시[명]","명","6921","8595","9334","7867","6596",
